Signal,,,DFT
N,Amplitude,,Freq,M,theta
11880,0.107114,,11880,8.38615,0.785398
11881,0.0580258,,11881,15.1899,0.785398
11882,0.0392866,,11882,7.43952,0.785398
11883,-0.0612372,,11883,4.77652,0.785398
11884,0.0137027,,11884,2.45115,0.785398
11885,0.124769,,11885,15.5123,0.785398
11886,-0.000831832,,11886,13.9205,0.785398
11887,-0.0322848,,11887,2.72399,0.785398
11888,-0.0727126,,11888,13.0253,0.785398
11889,0.113724,,11889,5.26918,0.785398
11890,-0.0914571,,11890,10.4005,0.785398
11891,-0.0225567,,11891,2.25521,0.785398
11892,-0.017032,,11892,17.2032,0.785398
11893,0.043655,,11893,16.8593,0.785398
11894,-0.113651,,11894,7.87198,0.785398
11895,-0.0499616,,11895,13.2037,0.785398
11896,0.0457101,,11896,4.38942,0.785398
11897,-0.101398,,11897,3.38267,0.785398
11898,0.0917631,,11898,1.83584,0.785398
11899,-0.0590153,,11899,4.8641,0.785398
11900,0.0520447,,11900,0.30648,0.785398
11901,-0.0456144,,11901,23.2818,0.785398
11902,0.0349886,,11902,7.86125,0.785398
11903,0.0501774,,11903,9.18517,0.785398
11904,0.0143335,,11904,10.9633,0.785398
11905,0.00380323,,11905,9.69834,0.785398
11906,0.0460158,,11906,13.3362,0.785398
11907,-0.111211,,11907,11.5087,0.785398
11908,-0.0668357,,11908,7.31463,0.785398
11909,0.0206701,,11909,3.76485,0.785398
11910,0.0765514,,11910,3.17186,0.785398
11911,0.0385785,,11911,16.5657,0.785398
11912,-0.109266,,11912,7.51424,0.785398
11913,-0.0678485,,11913,27.4799,0.785398
11914,-0.0629368,,11914,3.81057,0.785398
11915,0.0435149,,11915,2.32845,0.785398
11916,-0.0187015,,11916,2.75817,0.785398
11917,0.051983,,11917,42.822,0.785398
11918,-0.0560846,,11918,16.1989,0.785398
11919,-0.107688,,11919,10.9096,0.785398
11920,-0.0843254,,11920,7.44113,0.785398
11921,0.0582972,,11921,9.59727,0.785398
11922,-0.079183,,11922,12.2451,0.785398
11923,-0.000964374,,11923,5.53859,0.785398
11924,0.0116505,,11924,20.4838,0.785398
11925,0.0762709,,11925,12.1005,0.785398
11926,0.0845892,,11926,14.3127,0.785398
11927,-0.0150035,,11927,0.605571,0.785398
11928,0.0413396,,11928,9.66335,0.785398
11929,0.0768918,,11929,7.35988,0.785398
11930,-0.0319914,,11930,4.52966,0.785398
11931,0.119034,,11931,1.66572,0.785398
11932,0.0450002,,11932,1.15003,0.785398
11933,0.0202429,,11933,39.4045,0.785398
11934,-0.0505508,,11934,25.1838,0.785398
11935,0.00819827,,11935,8.84724,0.785398
11936,0.0990544,,11936,10.5545,0.785398
11937,-0.100251,,11937,0.325705,0.785398
11938,-0.0464874,,11938,5.72085,0.785398
11939,-0.0807259,,11939,9.14551,0.785398
11940,0.0527677,,11940,8.05389,0.785398
11941,0.0634377,,11941,7.84696,0.785398
11942,0.0477306,,11942,8.2015,0.785398
11943,-0.0231112,,11943,7.96477,0.785398
11944,-0.00443669,,11944,4.41647,0.785398
11945,0.0464998,,11945,31.6927,0.785398
11946,-0.0640604,,11946,11.0587,0.785398
11947,-0.121476,,11947,20.3352,0.785398
11948,-0.0636155,,11948,8.99358,0.785398
11949,0.0683987,,11949,10.177,0.785398
11950,-0.0210712,,11950,14.5656,0.785398
11951,0.0764245,,11951,18.6375,0.785398
11952,0.0412991,,11952,5.08861,0.785398
11953,0.0924386,,11953,11.0132,0.785398
11954,-0.0106445,,11954,9.07433,0.785398
11955,-0.0590425,,11955,21.4656,0.785398
11956,0.00322553,,11956,4.36421,0.785398
11957,0.0872219,,11957,5.54158,0.785398
11958,0.0590893,,11958,5.32,0.785398
11959,-0.0338491,,11959,19.3105,0.785398
11960,-0.0426851,,11960,16.7432,0.785398
11961,-0.118522,,11961,25.1292,0.785398
11962,0.00487565,,11962,4.45442,0.785398
11963,0.0842015,,11963,24.5269,0.785398
11964,-0.119799,,11964,20.4238,0.785398
11965,0.029733,,11965,6.11908,0.785398
11966,0.119744,,11966,0.149994,0.785398
11967,0.0657916,,11967,8.18686,0.785398
11968,0.117192,,11968,4.36667,0.785398
11969,0.0840401,,11969,7.18944,0.785398
11970,0.0524091,,11970,0.626764,0.785398
11971,0.104183,,11971,14.2928,0.785398
11972,-0.0547384,,11972,5.21182,0.785398
11973,0.0846779,,11973,30.8821,0.785398
11974,0.0729537,,11974,34.4472,0.785398
11975,0.0789074,,11975,22.5247,0.785398
11976,-0.114915,,11976,23.5786,0.785398
11977,-0.0696811,,11977,19.4374,0.785398
11978,-0.0379141,,11978,1.47131,0.785398
11979,-0.0768889,,11979,4.8241,0.785398
11980,0.0290522,,11980,32.6214,0.785398
11981,-0.0556118,,11981,4.31474,0.785398
11982,-0.096791,,11982,8.45452,0.785398
11983,-0.12201,,11983,2.43671,0.785398
11984,-0.0974135,,11984,4.33246,0.785398
11985,0.0398853,,11985,22.6093,0.785398
11986,0.0724954,,11986,6.12815,0.785398
11987,0.0343174,,11987,11.1843,0.785398
11988,-0.0620328,,11988,5.28725,0.785398
11989,-0.0803168,,11989,9.1145,0.785398
11990,-0.0342644,,11990,10.2612,0.785398
11991,-0.0903668,,11991,17.2103,0.785398
11992,-0.0810598,,11992,7.63034,0.785398
11993,-0.0397284,,11993,26.1824,0.785398
11994,-0.0947328,,11994,2.25792,0.785398
11995,-0.0547085,,11995,17.8116,0.785398
11996,0.0521814,,11996,22.0029,0.785398
11997,0.109756,,11997,33.682,0.785398
11998,0.000351202,,11998,38.9635,0.785398
11999,-0.0349364,,11999,18.5393,0.785398
12000,-0.0488643,,12000,0.26286,0.785398
12001,0.0367348,,12001,27.916,0.785398
12002,-0.026368,,12002,6.06183,0.785398
12003,0.113273,,12003,14.259,0.785398
12004,0.104471,,12004,39.1252,0.785398
12005,0.0330315,,12005,12.1581,0.785398
12006,0.0608905,,12006,7.05099,0.785398
12007,0.00926826,,12007,5.71751,0.785398
12008,0.119049,,12008,9.84068,0.785398
12009,0.119974,,12009,6.92524,0.785398
12010,0.0375152,,12010,12.0294,0.785398
12011,-0.031953,,12011,11.3768,0.785398
12012,0.105864,,12012,25.544,0.785398
12013,-0.0740567,,12013,3.7716,0.785398
12014,-0.113635,,12014,14.3166,0.785398
12015,0.0621241,,12015,19.2888,0.785398
12016,0.0799447,,12016,0.163258,0.785398
12017,0.0453619,,12017,17.847,0.785398
12018,0.0584101,,12018,10.1277,0.785398
12019,0.103394,,12019,1.03203,0.785398
12020,-0.0641363,,12020,9.18718,0.785398
12021,0.115784,,12021,6.20511,0.785398
12022,-0.087471,,12022,13.0995,0.785398
12023,0.0598846,,12023,30.6017,0.785398
12024,-0.0984349,,12024,7.33376,0.785398
12025,0.0650755,,12025,8.12858,0.785398
12026,0.115591,,12026,16.1444,0.785398
12027,0.105902,,12027,8.54469,0.785398
12028,-0.10455,,12028,20.2321,0.785398
12029,0.00496014,,12029,23.9607,0.785398
12030,-0.0533882,,12030,1.09634,0.785398
12031,0.122257,,12031,27.6487,0.785398
12032,-0.106516,,12032,5.6733,0.785398
12033,0.0216546,,12033,0.781237,0.785398
12034,-0.00256519,,12034,34.3263,0.785398
12035,-0.0361639,,12035,5.06195,0.785398
12036,0.0597716,,12036,22.8569,0.785398
12037,0.119418,,12037,19.0808,0.785398
12038,0.019131,,12038,14.0978,0.785398
12039,0.0779035,,12039,27.7536,0.785398
12040,0.116578,,12040,13.9896,0.785398
12041,-0.103076,,12041,20.9768,0.785398
12042,0.0885704,,12042,12.3053,0.785398
12043,0.0679502,,12043,8.99039,0.785398
12044,0.0646823,,12044,4.4089,0.785398
12045,0.00121592,,12045,9.25522,0.785398
12046,0.0173768,,12046,6.0564,0.785398
12047,0.0856052,,12047,36.5087,0.785398
12048,0.0801513,,12048,9.64277,0.785398
12049,-0.103698,,12049,9.42726,0.785398
12050,-0.115024,,12050,22.5978,0.785398
12051,0.062384,,12051,25.7392,0.785398
12052,-0.0619257,,12052,11.5739,0.785398
12053,0.00196262,,12053,3.94221,0.785398
12054,-0.122224,,12054,10.6197,0.785398
12055,-0.0619621,,12055,11.1668,0.785398
12056,-0.0423952,,12056,6.93259,0.785398
12057,-0.0960601,,12057,1.57488,0.785398
12058,0.0865214,,12058,12.8458,0.785398
12059,0.110821,,12059,10.3652,0.785398
12060,-0.0277644,,12060,23.3732,0.785398
12061,0.0821207,,12061,13.1224,0.785398
12062,0.0946532,,12062,14.3764,0.785398
12063,0.0407177,,12063,20.4496,0.785398
12064,0.119708,,12064,8.68217,0.785398
12065,-0.0983988,,12065,2.70033,0.785398
12066,0.100044,,12066,9.12607,0.785398
12067,0.00575765,,12067,2.21344,0.785398
12068,-0.0261074,,12068,3.75677,0.785398
12069,0.0788682,,12069,18.3853,0.785398
12070,-0.0615666,,12070,15.5507,0.785398
12071,0.0180549,,12071,6.55821,0.785398
12072,0.00898153,,12072,44.5002,0.785398
12073,-0.0213815,,12073,12.1662,0.785398
12074,0.0425601,,12074,7.81579,0.785398
12075,0.0692723,,12075,25.041,0.785398
12076,-0.104945,,12076,19.2505,0.785398
12077,0.0378848,,12077,28.6311,0.785398
12078,0.069143,,12078,9.65082,0.785398
12079,-0.0421036,,12079,20.5912,0.785398
12080,0.104617,,12080,17.4998,0.785398
12081,-8.71695e-05,,12081,21.1702,0.785398
12082,-0.0349465,,12082,13.6492,0.785398
12083,-0.0344635,,12083,4.19236,0.785398
12084,-0.000548233,,12084,31.8429,0.785398
12085,0.0200223,,12085,1.23306,0.785398
12086,0.0936969,,12086,5.94316,0.785398
12087,-0.0126797,,12087,12.5282,0.785398
12088,0.06915,,12088,0.631938,0.785398
12089,-0.0952765,,12089,32.5434,0.785398
12090,-0.10133,,12090,0.20803,0.785398
12091,0.0650809,,12091,4.50406,0.785398
12092,0.112076,,12092,22.5965,0.785398
12093,0.0717393,,12093,15.3749,0.785398
12094,0.0644366,,12094,10.8804,0.785398
12095,0.0778131,,12095,21.0465,0.785398
12096,-0.0117356,,12096,16.4535,0.785398
12097,-0.0687337,,12097,23.1362,0.785398
12098,-0.0667616,,12098,13.912,0.785398
12099,-0.06418,,12099,8.59552,0.785398
12100,0.0348654,,12100,19.4592,0.785398
12101,-0.0630902,,12101,29.3076,0.785398
12102,-0.00088477,,12102,17.6052,0.785398
12103,-0.0474589,,12103,16.7733,0.785398
12104,-0.0904272,,12104,9.19865,0.785398
12105,0.0639707,,12105,24.3305,0.785398
12106,0.0214466,,12106,8.39964,0.785398
12107,0.065538,,12107,12.1847,0.785398
12108,0.0346498,,12108,3.38634,0.785398
12109,-0.124577,,12109,22.4111,0.785398
12110,-0.00971358,,12110,10.7962,0.785398
12111,0.00460818,,12111,21.8113,0.785398
12112,0.0244798,,12112,5.89457,0.785398
12113,0.0558589,,12113,2.66078,0.785398
12114,0.0742713,,12114,9.55303,0.785398
12115,-0.0178488,,12115,26.2786,0.785398
12116,0.0128796,,12116,7.19431,0.785398
12117,0.10617,,12117,4.36119,0.785398
12118,-0.108309,,12118,16.6732,0.785398
12119,0.101306,,12119,15.5738,0.785398
12120,-0.00805745,,12120,2.08777,0.785398
12121,0.0528277,,12121,22.0964,0.785398
12122,-0.106683,,12122,12.3739,0.785398
12123,-0.0288985,,12123,6.10054,0.785398
12124,0.0859457,,12124,19.8476,0.785398
12125,0.0728959,,12125,4.46016,0.785398
12126,-0.0729738,,12126,23.1507,0.785398
12127,-0.0911146,,12127,7.12749,0.785398
12128,-0.0414638,,12128,0.15016,0.785398
12129,-0.00569638,,12129,14.3704,0.785398
12130,-0.0462063,,12130,0.00367574,0.785398
12131,0.0446184,,12131,10.166,0.785398
12132,-0.028854,,12132,16.0527,0.785398
12133,0.0699761,,12133,12.9971,0.785398
12134,0.0662386,,12134,7.44399,0.785398
12135,-0.0905267,,12135,14.1974,0.785398
12136,-0.0251842,,12136,10.5083,0.785398
12137,-0.0671855,,12137,3.79788,0.785398
12138,-0.0608729,,12138,3.42462,0.785398
12139,-0.071847,,12139,28.9138,0.785398
12140,-0.0308821,,12140,21.1407,0.785398
12141,0.085335,,12141,18.1491,0.785398
12142,0.0277763,,12142,2.59893,0.785398
12143,-0.116055,,12143,27.0098,0.785398
12144,-0.0464357,,12144,4.53397,0.785398
12145,-0.00771763,,12145,0.703399,0.785398
12146,-0.0973449,,12146,15.5627,0.785398
12147,0.00598483,,12147,6.05853,0.785398
12148,-0.0385287,,12148,28.9206,0.785398
12149,0.00324182,,12149,13.7611,0.785398
12150,0.0214242,,12150,0.616635,0.785398
12151,0.0979939,,12151,21.8518,0.785398
12152,0.0432242,,12152,5.12484,0.785398
12153,-0.0326678,,12153,8.26478,0.785398
12154,-0.0666965,,12154,11.1763,0.785398
12155,0.0291498,,12155,3.54761,0.785398
12156,-0.0118598,,12156,5.47188,0.785398
12157,0.0979188,,12157,38.1493,0.785398
12158,0.029462,,12158,18.7358,0.785398
12159,0.0429045,,12159,9.35527,0.785398
12160,0.0798373,,12160,17.3103,0.785398
12161,-0.0646143,,12161,4.09214,0.785398
12162,0.0602131,,12162,4.93253,0.785398
12163,0.0308812,,12163,10.6439,0.785398
12164,0.0936857,,12164,3.55486,0.785398
12165,0.0846971,,12165,16.3951,0.785398
12166,0.0884955,,12166,16.07,0.785398
12167,0.0158493,,12167,4.45325,0.785398
12168,-0.113286,,12168,29.6174,0.785398
12169,-0.0904401,,12169,6.89172,0.785398
12170,-0.0524341,,12170,9.8972,0.785398
12171,-0.0482193,,12171,2.81311,0.785398
12172,-0.0766336,,12172,20.9446,0.785398
12173,0.0096344,,12173,11.757,0.785398
12174,0.0930315,,12174,13.5427,0.785398
12175,-0.0815322,,12175,7.27916,0.785398
12176,0.0525477,,12176,18.2974,0.785398
12177,-0.0885231,,12177,2.13447,0.785398
12178,0.102203,,12178,1.34199,0.785398
12179,0.0772191,,12179,17.6768,0.785398
12180,-0.0337879,,12180,33.5868,0.785398
12181,0.111252,,12181,7.82906,0.785398
12182,-0.0720698,,12182,23.1691,0.785398
12183,0.111399,,12183,2.84767,0.785398
12184,0.0989095,,12184,20.818,0.785398
12185,0.0801918,,12185,22.5812,0.785398
12186,0.0928125,,12186,6.56725,0.785398
12187,-0.0311963,,12187,12.7205,0.785398
12188,0.116945,,12188,21.9442,0.785398
12189,-0.109381,,12189,6.52538,0.785398
12190,0.0855405,,12190,13.3819,0.785398
12191,-0.0622869,,12191,21.2308,0.785398
12192,0.00696301,,12192,6.14995,0.785398
12193,0.0586303,,12193,0.462891,0.785398
12194,-0.0639772,,12194,28.23,0.785398
12195,-0.0784353,,12195,16.9463,0.785398
12196,0.07291,,12196,1.08827,0.785398
12197,-0.0361851,,12197,20.8749,0.785398
12198,0.0496216,,12198,15.182,0.785398
12199,0.0627512,,12199,9.1028,0.785398
12200,0.0589216,,12200,17.8651,0.785398
12201,-0.0223653,,12201,12.2242,0.785398
12202,-0.0826008,,12202,11.3731,0.785398
12203,0.0905144,,12203,20.1763,0.785398
12204,0.0238336,,12204,14.2297,0.785398
12205,-0.0961538,,12205,11.6832,0.785398
12206,-0.0909381,,12206,11.1537,0.785398
12207,0.0781244,,12207,5.41097,0.785398
12208,0.115989,,12208,18.9878,0.785398
12209,0.0942863,,12209,16.0917,0.785398
12210,-0.0599065,,12210,11.6999,0.785398
12211,-0.0822014,,12211,19.6056,0.785398
12212,-0.110815,,12212,26.9722,0.785398
12213,0.0796179,,12213,7.94101,0.785398
12214,-0.0411064,,12214,32.7358,0.785398
12215,0.0620214,,12215,6.12228,0.785398
12216,-0.0129395,,12216,10.137,0.785398
12217,0.0969114,,12217,4.42677,0.785398
12218,0.121501,,12218,4.59886,0.785398
12219,-0.0981146,,12219,6.28888,0.785398
12220,0.0723133,,12220,9.07471,0.785398
12221,0.0373865,,12221,16.8611,0.785398
12222,0.0943309,,12222,6.08651,0.785398
12223,-0.00984053,,12223,7.82119,0.785398
12224,0.000838906,,12224,54.1349,0.785398
12225,-0.0960708,,12225,15.4842,0.785398
12226,-0.0748915,,12226,16.81,0.785398
12227,-0.023512,,12227,6.72528,0.785398
12228,-0.0106284,,12228,5.48268,0.785398
12229,0.0408173,,12229,7.26083,0.785398
12230,-0.0500543,,12230,11.9423,0.785398
12231,0.0714161,,12231,15.508,0.785398
12232,-0.100601,,12232,4.20827,0.785398
12233,-0.114527,,12233,22.7052,0.785398
12234,0.0392407,,12234,7.03049,0.785398
12235,-0.0430443,,12235,10.2648,0.785398
12236,0.0456451,,12236,9.69565,0.785398
12237,0.00656034,,12237,33.952,0.785398
12238,0.0611391,,12238,8.60775,0.785398
12239,-0.0206871,,12239,1.44708,0.785398
12240,0.0625002,,12240,4.05939,0.785398
12241,0.0443303,,12241,19.2427,0.785398
12242,0.115261,,12242,6.40773,0.785398
12243,0.113985,,12243,13.3135,0.785398
12244,-0.0810592,,12244,19.1154,0.785398
12245,0.0253361,,12245,7.66185,0.785398
12246,0.0533941,,12246,5.50614,0.785398
12247,0.0739059,,12247,15.5982,0.785398
12248,-0.0369924,,12248,1.63634,0.785398
12249,0.0374442,,12249,8.13831,0.785398
12250,-0.0831481,,12250,12.8419,0.785398
12251,0.0824372,,12251,25.8466,0.785398
12252,-0.10899,,12252,12.0869,0.785398
12253,-0.100354,,12253,8.28861,0.785398
12254,-0.109375,,12254,14.62,0.785398
12255,-0.111597,,12255,12.0216,0.785398
12256,0.066002,,12256,11.6889,0.785398
12257,0.0931121,,12257,2.02797,0.785398
12258,0.0582951,,12258,1.64735,0.785398
12259,0.0180761,,12259,14.5367,0.785398
12260,-0.0071089,,12260,0.85146,0.785398
12261,0.104119,,12261,7.74418,0.785398
12262,-0.0559205,,12262,20.1819,0.785398
12263,0.122397,,12263,19.2377,0.785398
12264,0.0296529,,12264,12.535,0.785398
12265,0.0843674,,12265,12.419,0.785398
12266,-0.00036088,,12266,19.5066,0.785398
12267,0.098062,,12267,8.89967,0.785398
12268,-0.112502,,12268,14.13,0.785398
12269,-0.0144178,,12269,15.7446,0.785398
12270,-0.0829595,,12270,0.254993,0.785398
12271,0.0892031,,12271,36.4024,0.785398
12272,0.0918435,,12272,3.79865,0.785398
12273,-0.102003,,12273,4.89789,0.785398
12274,0.0229819,,12274,0.849487,0.785398
12275,-0.103885,,12275,33.8339,0.785398
12276,0.0303001,,12276,5.43951,0.785398
12277,-0.0212981,,12277,2.89864,0.785398
12278,0.0164481,,12278,0.0272335,0.785398
12279,-0.0298884,,12279,22.8228,0.785398
12280,0.0222615,,12280,4.85535,0.785398
12281,-0.0243871,,12281,3.49057,0.785398
12282,0.0126786,,12282,12.4367,0.785398
12283,-0.0739276,,12283,3.82382,0.785398
12284,-0.0269798,,12284,0.147419,0.785398
12285,0.105138,,12285,0.273561,0.785398
12286,0.0779427,,12286,10.3568,0.785398
12287,-0.0369798,,12287,9.59736,0.785398
12288,0.109646,,12288,2.37513,0.785398
12289,-0.0474213,,12289,30.1055,0.785398
12290,0.0287425,,12290,1.57538,0.785398
12291,-0.0321153,,12291,12.0131,0.785398
12292,0.0837728,,12292,24.7852,0.785398
12293,-0.0732843,,12293,10.1461,0.785398
12294,-0.0522875,,12294,1.64771,0.785398
12295,0.0740351,,12295,0.788721,0.785398
12296,0.0162422,,12296,6.5258,0.785398
12297,0.0276107,,12297,6.59524,0.785398
12298,0.0713948,,12298,2.57084,0.785398
12299,0.122973,,12299,9.54949,0.785398
12300,0.0641665,,12300,0.44786,0.785398
12301,0.0428764,,12301,2.56056,0.785398
12302,-0.0451735,,12302,27.0426,0.785398
12303,0.0392905,,12303,1.95616,0.785398
12304,-0.0701172,,12304,19.6255,0.785398
12305,-0.0241403,,12305,11.0433,0.785398
12306,0.0832909,,12306,18.3157,0.785398
12307,0.0320765,,12307,20.41,0.785398
12308,0.0753552,,12308,17.8951,0.785398
12309,-0.0497518,,12309,14.3649,0.785398
12310,-0.0861807,,12310,5.78949,0.785398
12311,0.0957826,,12311,18.841,0.785398
12312,-0.0316327,,12312,16.2956,0.785398
12313,-0.022904,,12313,12.0966,0.785398
12314,-0.042211,,12314,4.04244,0.785398
12315,-0.00558906,,12315,4.09389,0.785398
12316,0.0685735,,12316,8.40668,0.785398
12317,0.0269375,,12317,30.809,0.785398
12318,-0.119409,,12318,9.08075,0.785398
12319,0.0146953,,12319,5.53767,0.785398
12320,0.0733083,,12320,0.384034,0.785398
12321,0.0559596,,12321,23.4278,0.785398
12322,-0.0557858,,12322,3.61814,0.785398
12323,-0.0589371,,12323,15.7318,0.785398
12324,0.0785685,,12324,4.06379,0.785398
12325,0.12402,,12325,14.1322,0.785398
12326,0.0838101,,12326,13.8865,0.785398
12327,-0.0378822,,12327,14.5632,0.785398
12328,0.0922978,,12328,16.476,0.785398
12329,0.082491,,12329,3.62088,0.785398
12330,-0.0603704,,12330,30.536,0.785398
12331,0.0673438,,12331,2.93252,0.785398
12332,-0.11564,,12332,3.99138,0.785398
12333,0.0547232,,12333,4.26372,0.785398
12334,0.105858,,12334,16.9817,0.785398
12335,0.0688498,,12335,4.91171,0.785398
12336,0.0500425,,12336,16.1448,0.785398
12337,-0.108959,,12337,14.7682,0.785398
12338,-0.111861,,12338,52.2833,0.785398
12339,0.0567546,,12339,6.18483,0.785398
12340,-0.0243395,,12340,9.83835,0.785398
12341,0.0561005,,12341,10.9647,0.785398
12342,0.0451228,,12342,3.02903,0.785398
12343,-0.0142102,,12343,26.2676,0.785398
12344,0.0624895,,12344,22.0542,0.785398
12345,-0.0610117,,12345,12.2331,0.785398
12346,-0.0958999,,12346,7.07461,0.785398
12347,-0.109116,,12347,3.74989,0.785398
12348,0.0119142,,12348,15.1652,0.785398
12349,-0.0834606,,12349,20.7627,0.785398
12350,0.0769601,,12350,5.54759,0.785398
12351,0.0692965,,12351,17.0923,0.785398
12352,0.0833937,,12352,15.5207,0.785398
12353,0.0644313,,12353,17.364,0.785398
12354,0.0162249,,12354,0.533685,0.785398
12355,-0.036133,,12355,4.39486,0.785398
12356,0.11766,,12356,19.9182,0.785398
12357,0.00294382,,12357,16.3461,0.785398
12358,-0.0845349,,12358,6.85749,0.785398
12359,-0.105216,,12359,14.2577,0.785398
12360,0.0649849,,12360,23.9821,0.785398
12361,-0.0927215,,12361,4.03185,0.785398
12362,-0.0841024,,12362,36.7329,0.785398
12363,0.00296486,,12363,36.7132,0.785398
12364,0.0701295,,12364,1.04186,0.785398
12365,0.102935,,12365,6.24662,0.785398
12366,-0.0573055,,12366,1.77281,0.785398
12367,-0.0152789,,12367,9.7669,0.785398
12368,-0.10147,,12368,42.0493,0.785398
12369,0.0382689,,12369,15.5223,0.785398
12370,0.100865,,12370,27.7683,0.785398
12371,0.10129,,12371,12.0066,0.785398
12372,-0.116541,,12372,3.51557,0.785398
12373,-0.121998,,12373,29.2296,0.785398
12374,0.0642034,,12374,21.4226,0.785398
12375,-0.00450545,,12375,26.1388,0.785398
12376,0.0802216,,12376,11.015,0.785398
12377,0.0728231,,12377,19.6365,0.785398
12378,-0.0147351,,12378,7.30154,0.785398
12379,0.0078268,,12379,2.54424,0.785398
12380,-0.0126318,,12380,10.7622,0.785398
12381,0.104063,,12381,10.8456,0.785398
12382,0.0122396,,12382,6.53694,0.785398
12383,0.124322,,12383,16.2456,0.785398
12384,-0.116482,,12384,12.7024,0.785398
12385,-0.0114451,,12385,11.2944,0.785398
12386,-0.0939875,,12386,16.081,0.785398
12387,-0.0237585,,12387,6.84807,0.785398
12388,-0.0840131,,12388,16.5004,0.785398
12389,-0.061462,,12389,5.96878,0.785398
12390,0.0351043,,12390,5.56571,0.785398
12391,0.112052,,12391,6.11248,0.785398
12392,0.119552,,12392,20.6223,0.785398
12393,0.119812,,12393,2.69003,0.785398
12394,-0.0163227,,12394,11.7999,0.785398
12395,-0.0444629,,12395,12.9204,0.785398
12396,-0.000486077,,12396,31.0793,0.785398
12397,0.108818,,12397,9.85393,0.785398
12398,-0.0788447,,12398,19.2029,0.785398
12399,-0.0667812,,12399,14.1605,0.785398
12400,0.029801,,12400,2.76271,0.785398
12401,0.0749974,,12401,21.2784,0.785398
12402,-0.0338934,,12402,50.1512,0.785398
12403,0.117173,,12403,13.5947,0.785398
12404,-0.00223846,,12404,6.03133,0.785398
12405,-0.0403492,,12405,17.3767,0.785398
12406,0.115861,,12406,44.4251,0.785398
12407,-0.120748,,12407,10.3145,0.785398
12408,-0.0682012,,12408,13.8937,0.785398
12409,-0.110088,,12409,1.65328,0.785398
12410,-0.0957353,,12410,6.50702,0.785398
12411,-0.10081,,12411,1.52281,0.785398
12412,0.0859033,,12412,14.2149,0.785398
12413,0.0844574,,12413,13.986,0.785398
12414,0.0435466,,12414,17.2147,0.785398
12415,-0.0360342,,12415,2.00024,0.785398
12416,0.0834185,,12416,30.8329,0.785398
12417,0.0992878,,12417,17.4574,0.785398
12418,0.0134688,,12418,2.57169,0.785398
12419,-0.0248756,,12419,11.8635,0.785398
12420,0.0220093,,12420,7.33387,0.785398
12421,0.0906274,,12421,12.7675,0.785398
12422,0.0874338,,12422,13.7832,0.785398
12423,0.0223611,,12423,14.2493,0.785398
12424,-0.117689,,12424,0.884955,0.785398
12425,0.0550009,,12425,19.2308,0.785398
12426,0.0114676,,12426,21.0706,0.785398
12427,0.0131131,,12427,30.9285,0.785398
12428,-0.121453,,12428,13.7807,0.785398
12429,-0.0764231,,12429,28.4143,0.785398
12430,0.000731277,,12430,17.2672,0.785398
12431,-0.124783,,12431,1.35235,0.785398
12432,0.0335409,,12432,13.9114,0.785398
12433,0.0269482,,12433,6.04059,0.785398
12434,-0.089888,,12434,6.43982,0.785398
12435,-0.0562265,,12435,5.39558,0.785398
12436,-0.0840883,,12436,2.26001,0.785398
12437,-0.116757,,12437,6.18922,0.785398
12438,-0.0949904,,12438,14.9226,0.785398
12439,-0.00731212,,12439,20.5286,0.785398
12440,-0.103432,,12440,1.57558,0.785398
12441,-0.0643081,,12441,0.498208,0.785398
12442,0.113203,,12442,17.5105,0.785398
12443,0.0994203,,12443,1.86135,0.785398
12444,-0.0880449,,12444,20.4745,0.785398
12445,0.038976,,12445,3.77959,0.785398
12446,0.114694,,12446,27.6351,0.785398
12447,-0.024139,,12447,31.301,0.785398
12448,-0.0861612,,12448,9.13443,0.785398
12449,-0.0225865,,12449,10.3768,0.785398
12450,0.0107759,,12450,30.7199,0.785398
12451,-0.0106987,,12451,2.22133,0.785398
12452,-0.0642259,,12452,19.3368,0.785398
12453,0.013902,,12453,0.132649,0.785398
12454,-0.0992546,,12454,5.60073,0.785398
12455,0.062841,,12455,0.133664,0.785398
12456,0.11273,,12456,1.61404,0.785398
12457,0.00249428,,12457,4.79501,0.785398
12458,0.0193215,,12458,13.2444,0.785398
12459,0.000786191,,12459,15.1234,0.785398
12460,0.076782,,12460,0.486939,0.785398
12461,0.0433901,,12461,12.1976,0.785398
12462,-0.0567092,,12462,21.1247,0.785398
12463,0.049289,,12463,9.95774,0.785398
12464,-0.10038,,12464,4.1814,0.785398
12465,-0.101792,,12465,7.51739,0.785398
12466,0.0308272,,12466,0.1401,0.785398
12467,0.107793,,12467,2.24845,0.785398
12468,0.0879991,,12468,11.3482,0.785398
12469,0.0415476,,12469,10.5712,0.785398
12470,-0.0204668,,12470,17.5024,0.785398
12471,-0.011956,,12471,18.5092,0.785398
12472,-0.10868,,12472,14.4148,0.785398
12473,0.0689158,,12473,16.3623,0.785398
12474,0.0726096,,12474,5.13834,0.785398
12475,0.0766335,,12475,4.15054,0.785398
12476,-0.0282863,,12476,14.6914,0.785398
12477,0.00476816,,12477,0.384525,0.785398
12478,0.0975453,,12478,0.31937,0.785398
12479,0.0681545,,12479,20.5683,0.785398
12480,-0.056169,,12480,18.9514,0.785398
12481,0.00395476,,12481,15.6594,0.785398
12482,-0.0668353,,12482,16.3667,0.785398
